I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;End_Account_Balance;End_Account_Equity;Total P&L;NoTrades;NoWinTrades;WinRatio;MaxDrawdown;TotalTradeProfit;P&L_DD_Ratio;P&L_NoTrades_Ratio
20200505;4;20.0000;ATRMultiplier;-90;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10080.27000000;10080.27000000;0.00000000;22;9;0.41;117.3700;80.2700;0.6839;3.648636
20200505;5;20.0000;ATRMultiplier;-90;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9955.88000000;9955.88000000;0.00000000;28;9;0.32;85.7300;-44.1200;-0.5146;-1.575714
20200505;4;20.0000;ATRMultiplier;-80;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10192.92000000;10192.92000000;0.00000000;22;11;0.50;78.0600;192.9200;2.4714;8.769091
20200505;5;20.0000;ATRMultiplier;-80;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10107.96000000;10107.96000000;0.00000000;29;12;0.41;78.8400;107.9600;1.3694;3.722759
20200505;4;20.0000;ATRMultiplier;-70;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10082.57144000;10082.57144000;0.00000000;25;10;0.40;102.8000;82.5714;0.8032;3.302858
20200505;5;20.0000;ATRMultiplier;-70;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9887.36940000;9887.36940000;0.00000000;41;12;0.29;220.6900;-112.6306;-0.5104;-2.747088
20200505;4;20.0000;ATRMultiplier;-60;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9975.55696000;9975.55696000;0.00000000;36;12;0.33;158.3700;-24.4430;-0.1543;-0.678973
20200505;5;20.0000;ATRMultiplier;-60;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9943.04000000;9943.04000000;0.00000000;53;18;0.34;303.7700;-56.9600;-0.1875;-1.074717
20200505;4;20.0000;ATRMultiplier;-50;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10041.25950000;10041.25950000;0.00000000;44;16;0.36;157.8500;41.2595;0.2614;0.937716
20200505;5;20.0000;ATRMultiplier;-50;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9941.42502000;9941.42502000;0.00000000;63;21;0.33;287.8664;-58.5750;-0.2035;-0.929762
20200505;4;20.0000;ATRMultiplier;-40;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9974.80910000;9974.80910000;0.00000000;61;21;0.34;127.7309;-25.1909;-0.1972;-0.412966
20200505;5;20.0000;ATRMultiplier;-40;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10073.45716000;10073.45716000;0.00000000;79;29;0.37;185.8028;73.4572;0.3954;0.929837
20200505;4;20.0000;ATRMultiplier;-30;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9736.24522000;9736.24522000;0.00000000;70;20;0.29;332.3304;-263.7548;-0.7937;-3.767925
20200505;5;20.0000;ATRMultiplier;-30;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10074.58358000;10074.58358000;0.00000000;93;34;0.37;204.5800;74.5836;0.3646;0.801974
20200505;4;20.0000;ATRMultiplier;-20;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9583.92562000;9583.92562000;0.00000000;85;23;0.27;503.0600;-416.0744;-0.8271;-4.894993
20200505;5;20.0000;ATRMultiplier;-20;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9681.18960000;9681.18960000;0.00000000;119;36;0.30;660.5804;-318.8104;-0.4826;-2.679079
20200505;4;20.0000;ATRMultiplier;-10;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9479.60562000;9479.60562000;0.00000000;92;24;0.26;629.5100;-520.3944;-0.8267;-5.656461
20200505;5;20.0000;ATRMultiplier;-10;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9591.68756000;9591.68756000;0.00000000;128;39;0.30;692.6124;-408.3124;-0.5895;-3.189941
20200505;4;20.0000;ATRMultiplier;0;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9272.69000000;9272.69000000;0.00000000;98;22;0.22;765.7900;-727.3100;-0.9498;-7.421531
20200505;5;20.0000;ATRMultiplier;0;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9082.97756000;9082.97756000;0.00000000;131;30;0.23;992.9424;-917.0224;-0.9235;-7.000171
20200505;4;20.0000;ATRMultiplier;10;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9520.93000000;9520.93000000;0.00000000;77;19;0.25;479.0700;-479.0700;-1.0000;-6.221688
20200505;5;20.0000;ATRMultiplier;10;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9485.51575000;9485.51575000;0.00000000;113;31;0.27;560.3843;-514.4843;-0.9181;-4.552958
20200505;4;20.0000;ATRMultiplier;20;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9480.59590000;9480.59590000;0.00000000;58;11;0.19;553.0800;-519.4041;-0.9391;-8.955243
20200505;5;20.0000;ATRMultiplier;20;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9551.57828000;9551.57828000;0.00000000;90;24;0.27;531.6417;-448.4217;-0.8435;-4.982464
20200505;4;20.0000;ATRMultiplier;-90;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10018.21378000;10018.21378000;0.00000000;21;8;0.38;80.2800;18.2138;0.2269;0.867323
20200505;5;20.0000;ATRMultiplier;-90;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9953.45318000;9953.45318000;0.00000000;27;9;0.33;121.6022;-46.5468;-0.3828;-1.723956
20200505;4;20.0000;ATRMultiplier;-80;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10017.42512000;10017.42512000;0.00000000;21;8;0.38;81.5387;17.4251;0.2137;0.829768
20200505;5;20.0000;ATRMultiplier;-80;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9930.77258000;9930.77258000;0.00000000;28;9;0.32;143.5445;-69.2274;-0.4823;-2.472408
20200505;4;20.0000;ATRMultiplier;-70;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9957.50208000;9957.50208000;0.00000000;24;8;0.33;140.7733;-42.4979;-0.3019;-1.770747
20200505;5;20.0000;ATRMultiplier;-70;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9874.52010000;9874.52010000;0.00000000;40;12;0.30;212.2857;-125.4799;-0.5911;-3.136998
20200505;4;20.0000;ATRMultiplier;-60;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9926.73576000;9926.73576000;0.00000000;34;11;0.32;123.4980;-73.2642;-0.5932;-2.154831
20200505;5;20.0000;ATRMultiplier;-60;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9957.29974000;9957.29974000;0.00000000;52;19;0.37;297.2457;-42.7003;-0.1437;-0.821159
20200505;4;20.0000;ATRMultiplier;-50;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9926.45054000;9926.45054000;0.00000000;42;14;0.33;129.1032;-73.5495;-0.5697;-1.751178
20200505;5;20.0000;ATRMultiplier;-50;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10013.88372000;10013.88372000;0.00000000;63;24;0.38;262.3595;13.8837;0.0529;0.220377
20200505;4;20.0000;ATRMultiplier;-40;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9871.93890000;9871.93890000;0.00000000;59;19;0.32;240.9049;-128.0611;-0.5316;-2.170527
20200505;5;20.0000;ATRMultiplier;-40;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9869.99556000;9869.99556000;0.00000000;76;26;0.34;334.4695;-130.0044;-0.3887;-1.710585
20200505;4;20.0000;ATRMultiplier;-30;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9847.07666000;9847.07666000;0.00000000;68;22;0.32;298.8371;-152.9233;-0.5117;-2.248873
20200505;5;20.0000;ATRMultiplier;-30;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9922.75499000;9922.75499000;0.00000000;87;32;0.37;346.3175;-77.2450;-0.2230;-0.887874
20200505;4;20.0000;ATRMultiplier;-20;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9788.21920000;9788.21920000;0.00000000;84;28;0.33;377.4346;-211.7808;-0.5611;-2.521200
20200505;5;20.0000;ATRMultiplier;-20;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9852.62141000;9852.62141000;0.00000000;111;40;0.36;393.7868;-147.3786;-0.3743;-1.327735
20200505;4;20.0000;ATRMultiplier;-10;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9546.62667000;9546.62667000;0.00000000;92;26;0.28;533.7171;-453.3733;-0.8495;-4.927971
20200505;5;20.0000;ATRMultiplier;-10;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9618.13492000;9618.13492000;0.00000000;119;38;0.32;499.9507;-381.8651;-0.7638;-3.208950
20200505;4;20.0000;ATRMultiplier;0;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9437.70666000;9437.70666000;0.00000000;92;24;0.26;641.8011;-562.2933;-0.8761;-6.111884
20200505;5;20.0000;ATRMultiplier;0;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9427.78765000;9427.78765000;0.00000000;121;34;0.28;696.6366;-572.2124;-0.8214;-4.729028
20200505;4;20.0000;ATRMultiplier;10;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9547.19289000;9547.19289000;0.00000000;70;18;0.26;461.3852;-452.8071;-0.9814;-6.468673
20200505;5;20.0000;ATRMultiplier;10;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9540.53719000;9540.53719000;0.00000000;103;30;0.29;524.3228;-459.4628;-0.8763;-4.460804
20200505;4;20.0000;ATRMultiplier;20;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9668.91553000;9668.91553000;0.00000000;54;14;0.26;358.7925;-331.0845;-0.9228;-6.131194
20200505;5;20.0000;ATRMultiplier;20;1.0000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9774.64948000;9774.64948000;0.00000000;82;26;0.32;272.3308;-225.3505;-0.8275;-2.748177
20200505;4;20.0000;ATRMultiplier;-90;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9968.09367000;9968.09367000;0.00000000;21;7;0.33;111.7681;-31.9063;-0.2855;-1.519349
20200505;5;20.0000;ATRMultiplier;-90;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9888.81584000;9888.81584000;0.00000000;27;8;0.30;130.1129;-111.1842;-0.8545;-4.117932
20200505;4;20.0000;ATRMultiplier;-80;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9969.65512000;9969.65512000;0.00000000;21;7;0.33;110.2066;-30.3449;-0.2753;-1.444994
20200505;5;20.0000;ATRMultiplier;-80;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9920.11360000;9920.11360000;0.00000000;28;9;0.32;150.8952;-79.8864;-0.5294;-2.853086
20200505;4;20.0000;ATRMultiplier;-70;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9916.92064000;9916.92064000;0.00000000;24;7;0.29;162.8111;-83.0794;-0.5103;-3.461640
20200505;5;20.0000;ATRMultiplier;-70;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9810.09659000;9810.09659000;0.00000000;40;11;0.28;275.2637;-189.9034;-0.6899;-4.747585
20200505;4;20.0000;ATRMultiplier;-60;1.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9952.67810000;9952.67810000;0.00000000;34;12;0.35;142.3148;-47.3219;-0.3325;-1.391821
