I_MagicNumber;I_ATRPeriod;I_AtRisk;I_StoplossMethod;I_ReversionPercent;I_StoplossATRMultiplier;I_TypicalSpread;I_MaxLotSize;I_RiskRewardRatio;I_LimitStopOrderExpiryMins;I_HiddenStoplossOffset;I_TradingStartHour;I_TradingEndHour;I_LogResultsInFile;End_Account_Balance;End_Account_Equity;Total P&L;NoTrades;NoWinTrades;WinRatio;MaxDrawdown;TotalTradeProfit;P&L_DD_Ratio;P&L_NoTrades_Ratio
20200505;4;20.0000;ATRMultiplier;-90;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10001.41000000;10001.41000000;0.00000000;26;9;0.35;159.9600;1.4100;0.0088;0.054231
20200505;5;20.0000;ATRMultiplier;-90;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9960.25000000;9960.25000000;0.00000000;25;8;0.32;144.6900;-39.7500;-0.2747;-1.590000
20200505;4;20.0000;ATRMultiplier;-80;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10034.84000000;10034.84000000;0.00000000;30;11;0.37;124.9000;34.8400;0.2789;1.161333
20200505;5;20.0000;ATRMultiplier;-80;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10069.31000000;10069.31000000;0.00000000;28;11;0.39;82.1500;69.3100;0.8437;2.475357
20200505;4;20.0000;ATRMultiplier;-70;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9968.46144000;9968.46144000;0.00000000;36;12;0.33;102.8000;-31.5386;-0.3068;-0.876071
20200505;5;20.0000;ATRMultiplier;-70;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9929.85940000;9929.85940000;0.00000000;38;12;0.32;220.6900;-70.1406;-0.3178;-1.845805
20200505;4;20.0000;ATRMultiplier;-60;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9975.22840000;9975.22840000;0.00000000;47;16;0.34;190.3686;-24.7716;-0.1301;-0.527055
20200505;5;20.0000;ATRMultiplier;-60;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9942.31000000;9942.31000000;0.00000000;52;17;0.33;301.1300;-57.6900;-0.1916;-1.109423
20200505;4;20.0000;ATRMultiplier;-50;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10063.79094000;10063.79094000;0.00000000;54;20;0.37;157.8500;63.7909;0.4041;1.181314
20200505;5;20.0000;ATRMultiplier;-50;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9890.44358000;9890.44358000;0.00000000;63;20;0.32;266.0564;-109.5564;-0.4118;-1.738991
20200505;4;20.0000;ATRMultiplier;-40;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;10053.76054000;10053.76054000;0.00000000;71;26;0.37;203.2786;53.7605;0.2645;0.757191
20200505;5;20.0000;ATRMultiplier;-40;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9959.99716000;9959.99716000;0.00000000;79;27;0.34;224.9900;-40.0028;-0.1778;-0.506365
20200505;4;20.0000;ATRMultiplier;-30;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9890.46666000;9890.46666000;0.00000000;82;27;0.33;284.3100;-109.5333;-0.3853;-1.335772
20200505;5;20.0000;ATRMultiplier;-30;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9974.06358000;9974.06358000;0.00000000;98;34;0.35;248.8300;-25.9364;-0.1042;-0.264657
20200505;4;20.0000;ATRMultiplier;-20;0.5000;0.000300;5.000000;1.500000;60;0.000000;8;19;1;9827.66124000;9827.66124000;0.00000000;99;33;0.33;336.4800;-172.3388;-0.5122;-1.740796
